congruency,distractor_match,memory_precision,search_correct,search_rt,subject_nr,target_match
0,1,97.3202614379,1,1215.16303875,8,1
1,1,68.8235294118,1,1182.2555445,8,1
1,0,92.8104575163,1,964.570494369,8,0
1,1,97.8431372549,1,1018.51920049,8,0
1,0,99.477124183,1,1112.39869695,8,1
1,0,89.1503267974,1,1002.32037121,8,1
1,0,87.385620915,1,1139.72637309,8,0
1,1,98.1699346405,1,1207.81464318,8,0
0,0,96.9934640523,1,813.299014258,8,0
0,1,99.477124183,1,1585.64122781,8,0
1,1,95.3594771242,1,1154.2073368,8,0
0,0,95.2941176471,1,824.639764407,8,0
0,0,77.6470588235,1,918.013047447,8,0
1,1,96.6666666667,1,959.997367811,8,0
0,1,94.1830065359,1,1146.1139593,8,0
0,1,98.6274509804,1,1395.0429723,8,0
1,0,83.8562091503,1,805.074631011,8,0
0,1,96.9934640523,1,1297.55417721,8,1
1,1,87.5163398693,1,916.312085853,8,0
1,0,94.7712418301,1,1067.41754487,8,1
0,1,97.8431372549,1,990.288671445,8,1
1,1,94.4444444444,1,705.929850955,8,1
1,1,91.5032679739,1,699.275423565,8,1
1,1,97.1895424837,1,772.6099603,8,1
1,0,97.5163398693,1,717.151367772,8,0
0,1,91.8300653595,1,731.097441706,8,1
0,0,98.6274509804,1,631.610658192,8,0
1,0,96.0130718954,1,681.86675328,8,1
0,0,91.6993464052,1,655.933352491,8,1
1,0,86.6666666667,1,769.49238597,8,0
1,0,97.7777777778,1,692.714873559,8,1
0,1,95.6862745098,1,838.471434712,8,1
1,0,97.6470588235,1,671.801950718,8,0
1,0,93.5947712418,1,626.620667755,8,1
0,0,97.8431372549,1,980.370269304,8,1
1,1,97.0588235294,1,988.461533817,8,0
1,1,90.8496732026,1,779.050371404,8,1
0,1,86.9934640523,1,1558.06029403,8,0
0,0,89.8039215686,1,901.210203234,8,1
0,0,97.2549019608,1,1060.30127697,8,1
0,1,94.1830065359,1,961.401000715,8,1
1,0,93.137254902,1,1322.55725615,8,0
0,0,95.1633986928,1,741.388032958,8,1
0,1,94.7712418301,1,651.98054112,8,1
1,0,93.3986928105,1,640.203608272,8,1
0,1,94.7058823529,1,775.124727122,8,1
1,1,96.1437908497,1,830.292933659,8,1
0,1,90.0653594771,1,1026.42361581,8,0
1,0,89.2810457516,1,649.820757587,8,0
1,1,93.5294117647,1,736.279412901,8,0
1,0,97.5163398693,1,616.441763422,8,1
0,0,95.8169934641,1,591.551578831,8,1
1,0,96.339869281,1,577.570489539,8,1
0,1,91.045751634,1,789.848987211,8,0
1,0,97.5163398693,1,754.004126982,8,0
0,1,96.339869281,1,832.343445125,8,0
0,1,99.2810457516,1,855.619602806,8,1
1,1,94.5098039216,1,759.74845691,8,0
0,1,94.9019607843,1,817.235223519,8,0
1,1,80.1307189542,1,741.61985878,8,1
1,1,95.2287581699,1,750.396941348,8,0
1,1,89.8039215686,1,895.892396596,8,1
0,0,92.1568627451,1,824.059294284,8,0
0,0,95.8169934641,1,819.310185364,8,0
1,1,97.3202614379,1,999.831564052,8,0
1,0,96.4705882353,1,844.56712565,8,0
1,1,95.3594771242,1,809.270135039,8,1
0,0,93.7908496732,1,790.285471766,8,0
0,0,94.8366013072,1,638.203808705,8,1
0,0,96.4705882353,1,787.674412708,8,0
1,0,96.339869281,1,639.560653845,8,1
0,0,96.6666666667,1,555.264800631,8,1
0,1,86.339869281,1,883.589931515,8,0
0,1,96.2745098039,1,761.687583313,8,1
0,0,89.1503267974,1,972.277193651,8,0
0,1,92.3529411765,1,825.768406005,8,1
0,1,97.8431372549,0,760.550187876,8,1
0,0,92.4836601307,1,661.279533644,8,0
1,0,83.8562091503,1,714.348629813,8,1
1,0,95.0326797386,1,625.282235863,8,1
0,0,97.1241830065,1,715.141908796,8,1
0,0,97.1241830065,1,626.91497788,8,1
1,1,88.8235294118,1,728.280214633,8,1
1,0,94.3137254902,1,718.496742364,8,0
1,1,94.1830065359,1,732.440703302,8,1
1,1,99.4117647059,1,791.90704509,8,0
1,0,96.1437908497,1,662.790325618,8,1
0,1,96.6666666667,1,963.156598343,8,0
0,0,85.6862745098,1,736.205458049,8,0
0,0,94.4444444444,1,813.019495103,8,1
1,0,98.5620915033,1,976.40025211,8,0
1,1,96.339869281,1,707.600023183,8,1
1,1,82.3529411765,1,759.074411259,8,0
1,0,69.0196078431,1,720.052510964,8,0
1,0,92.0261437908,1,645.311624617,8,1
0,1,97.9738562092,1,827.162681356,8,0
1,0,93.137254902,1,554.702140043,8,0
0,1,90.6535947712,1,784.964646562,8,0
0,1,92.6797385621,1,726.84850907,8,1
0,0,98.2352941176,1,530.938484052,8,1
1,1,94.0522875817,1,742.529956243,8,0
0,0,98.8235294118,1,754.010465969,8,0
1,1,97.4509803922,1,884.757814462,8,0
1,1,93.8562091503,1,657.047806831,8,1
1,1,93.4640522876,1,838.298169058,8,1
1,1,95.5555555556,1,750.688836621,8,0
0,1,96.4705882353,1,895.019729344,8,0
1,1,97.7124183007,1,733.751062535,8,1
1,1,97.7777777778,1,670.120911655,8,0
0,1,93.4640522876,1,802.076591871,8,0
1,0,93.0065359477,1,646.44932191,8,0
0,1,98.4967320261,1,729.337618087,8,1
1,0,94.7712418301,1,687.092191816,8,1
1,1,99.0196078431,1,694.650981396,8,1
0,0,96.0130718954,1,609.585092151,8,1
1,0,97.7777777778,1,1050.67869424,8,0
0,1,99.477124183,1,825.532957904,8,1
0,1,97.3202614379,1,674.414519058,8,1
1,1,92.8104575163,1,1052.83666663,8,0
0,0,94.6405228758,1,632.27444072,8,1
0,0,95.3594771242,1,622.371433264,8,1
1,1,80.522875817,1,882.07823397,8,0
0,1,91.3071895425,1,922.529726831,8,0
0,1,92.6797385621,1,1799.53073383,8,0
1,0,95.1633986928,1,590.867270057,8,0
0,0,95.8823529412,1,707.46418774,8,0
1,0,96.6013071895,1,778.52061318,8,0
1,0,96.1437908497,1,628.324346058,8,1
0,1,99.2156862745,1,763.974146591,8,1
0,0,94.7058823529,1,1111.66216699,8,0
1,0,97.5163398693,1,655.536109287,8,1
0,0,95.1633986928,1,607.166315708,8,0
1,0,94.9019607843,1,621.166120105,8,1
0,0,92.9411764706,1,721.45765315,8,1
1,1,98.3660130719,1,974.739739293,8,1
0,0,96.0130718954,1,893.393930027,8,0
0,0,94.1830065359,1,694.369952959,8,0
0,1,96.4705882353,1,686.467952495,8,0
1,1,94.3790849673,1,652.088605761,8,1
1,0,97.1241830065,1,1121.69859504,8,1
0,1,93.3333333333,1,645.403087148,8,1
0,1,90.3267973856,1,1045.40797722,8,1
0,1,96.6666666667,1,980.610245253,8,0
0,0,95.9477124183,1,731.427974615,8,1
0,0,95.1633986928,1,605.048792091,8,1
1,1,93.660130719,1,666.704197496,8,0
0,1,97.1895424837,1,765.822414176,8,0
0,1,97.5163398693,1,665.702637502,8,0
1,0,97.8431372549,1,569.275170005,8,1
0,0,96.862745098,1,577.806843208,8,0
0,1,93.8562091503,1,737.48200935,8,1
1,0,94.9673202614,1,652.700167107,8,1
1,0,96.339869281,1,751.197163031,8,0
1,0,89.5424836601,1,599.738833723,8,0
1,1,96.6666666667,1,938.165895524,8,0
1,1,97.6470588235,1,570.05607287,8,0
0,0,81.9607843137,1,739.016949848,8,0
1,1,98.3660130719,1,470.580759906,8,1
1,0,98.1699346405,1,640.512709368,8,1
0,1,95.8823529412,1,698.769512006,8,1
1,1,94.7058823529,1,765.514520507,8,0
0,0,97.3202614379,1,671.971895949,8,1
0,0,95.4901960784,1,692.042639047,8,0
1,1,96.4052287582,1,758.766819446,8,1
1,0,93.9869281046,1,665.377839867,8,0
1,0,97.5163398693,1,770.476740143,8,0
1,1,98.4967320261,1,719.693905395,8,1
0,0,96.862745098,1,585.998625949,8,1
1,1,96.7973856209,1,823.845579854,8,0
1,0,97.3202614379,1,638.508381953,8,0
0,0,93.660130719,1,839.132500531,8,0
1,0,96.0130718954,1,756.445240809,8,1
0,1,96.4705882353,1,651.278120955,8,0
1,1,97.1895424837,1,994.909491336,8,1
0,1,94.6405228758,1,896.111242587,8,0
0,0,90.522875817,1,727.434412612,8,0
1,0,97.1241830065,1,746.678068794,8,0
1,0,94.6405228758,1,603.244595561,8,0
1,0,99.477124183,1,649.661075478,8,0
0,0,96.4705882353,1,712.049086703,8,1
0,1,89.3464052288,1,788.196624519,8,1
0,0,85.4901960784,1,663.850143924,8,1
1,1,93.8562091503,1,687.171580086,8,1
0,0,97.385620915,1,710.397931437,8,0
0,1,94.1176470588,1,599.760567394,8,1
1,1,91.5032679739,1,960.040533297,8,0
0,1,95.1633986928,1,608.368912157,8,0
1,1,96.7973856209,1,782.381660162,8,0
0,1,95.3594771242,1,570.559871434,8,0
0,0,88.3660130719,1,783.433026486,8,1
0,0,90.522875817,1,714.698783398,8,1
1,0,90,1,603.879098004,8,1
0,1,98.2352941176,1,834.225218785,8,1
0,0,85.0326797386,1,732.949935282,8,0
1,1,98.3660130719,1,669.384079845,8,1
0,1,56.0130718954,1,885.802539941,8,1
1,1,88.954248366,1,1029.54843469,8,1
1,0,98.6274509804,1,867.740953963,8,1
1,1,85.0326797386,1,808.376941542,8,0
1,0,91.8300653595,1,679.488727469,8,1
0,0,77.8431372549,1,1612.54121109,9,0
1,1,80.1307189542,1,1397.87226721,9,1
0,0,89.477124183,1,1236.73170487,9,1
1,0,88.6274509804,1,943.306341241,9,1
0,0,86.339869281,1,1256.37236169,9,0
1,0,73.3333333333,1,1559.01584812,9,0
1,0,98.5620915033,1,1247.98857288,9,1
1,1,91.9607843137,1,845.30801836,9,0
1,1,91.6339869281,1,815.565701991,9,1
0,1,94.1830065359,1,1527.90309893,9,0
0,0,85.8169934641,1,1708.94874521,9,0
1,0,93.3333333333,1,1007.53768238,9,0
1,1,92.8758169935,1,1458.79585441,9,1
1,0,93.3333333333,1,858.049421308,9,1
1,0,96.339869281,1,909.203090296,9,1
0,1,95.6862745098,1,1339.70916638,9,1
1,1,94.6405228758,1,1093.4061655,9,1
0,0,92.1568627451,1,1328.57213578,9,1
1,1,94.3790849673,1,1414.80435713,9,0
0,1,95.7516339869,1,1002.71852819,9,1
0,1,96.9934640523,1,1442.64104742,9,0
0,1,96.339869281,1,1017.02808059,9,1
0,0,94.9673202614,1,1214.40753533,9,1
1,0,95.6862745098,1,1601.80746204,9,0
0,1,92.1568627451,1,820.296411942,9,1
1,0,85.2941176471,1,1796.32681744,9,0
0,0,80.6535947712,1,1047.8093903,9,1
0,0,94.9673202614,1,1881.47386126,9,0
1,1,97.1241830065,1,1147.44196942,9,0
0,1,91.8300653595,1,1062.67345484,9,0
1,1,100,1,1145.08808502,9,0
0,1,86.339869281,1,1329.85382251,9,0
0,1,92.5490196078,1,1097.54523485,9,0
0,0,96.0130718954,1,1074.4449898,9,0
1,0,94.1176470588,1,1535.31430303,9,1
0,1,54.6405228758,1,1181.01515868,9,1
1,1,87.1895424837,1,1094.74158286,9,0
1,0,55.2941176471,1,761.777421183,9,1
1,1,96.2091503268,1,869.140871439,9,1
0,0,95.1633986928,1,822.81873279,9,1
0,0,98.6928104575,1,1490.5911033,9,1
0,0,58.8235294118,1,1324.39382496,9,0
1,0,97.3202614379,1,1024.68590223,9,0
0,1,97.7124183007,1,1018.10903212,9,1
1,0,98.3660130719,1,857.737300706,9,0
1,1,95.9477124183,1,2051.22400177,9,0
1,0,95.0980392157,1,1081.06351624,9,0
0,1,99.2156862745,1,965.556253852,9,1
0,1,51.8300653595,1,1851.16284545,9,0
0,1,95.3594771242,1,904.633270366,9,0
1,1,91.1764705882,1,1003.31107437,9,0
0,0,98.6928104575,1,948.283668727,9,1
1,0,88.0392156863,1,1128.62327043,9,1
0,0,94.2483660131,1,2754.15672801,9,0
1,0,90.5882352941,1,1376.03650302,9,1
0,0,91.6339869281,1,1515.58339084,9,0
1,1,90.9803921569,1,857.436348829,9,1
0,1,96.9934640523,1,1489.41778339,9,0
0,0,90.1307189542,1,763.123705408,9,1
1,1,95.1633986928,1,631.263013829,9,1
1,0,87.1895424837,1,2722.32827481,9,0
1,1,93.3333333333,1,852.821853997,9,1
0,1,91.9607843137,1,921.80895925,9,1
1,1,62.8758169935,1,1487.8924977,9,0
0,0,90.0653594771,1,807.479846488,9,0
1,1,95.8169934641,1,804.969901794,9,1
0,0,93.9869281046,1,1109.96334847,9,1
0,1,93.660130719,1,944.311526548,9,1
1,1,87.7124183007,1,934.088218443,9,0
1,1,92.6797385621,1,1017.66952767,9,0
1,0,62.4183006536,1,1496.87064382,9,1
1,0,94.1830065359,1,770.128911243,9,0
0,0,84.0522875817,1,1229.61209507,9,1
1,1,90.7843137255,1,2690.78598246,9,1
1,0,95.4901960784,1,910.920357326,9,1
0,0,79.477124183,1,862.142910183,9,0
1,0,96.9281045752,1,612.24629636,9,1
1,0,93.7254901961,1,2411.86637857,9,0
1,1,89.8039215686,1,1448.13877715,9,0
0,1,96.6013071895,1,711.091933101,9,1
0,0,91.3725490196,1,1175.08848951,9,1
0,0,97.7124183007,1,860.742291617,9,1
0,1,89.8039215686,1,917.469154697,9,1
0,1,94.9673202614,1,1957.01519731,9,0
0,0,93.9215686275,1,1368.011019,9,0
1,0,87.1895424837,1,754.288036,9,0
0,1,95.7516339869,1,917.810253614,9,1
0,1,99.3464052288,1,867.431452702,9,0
0,1,94.3137254902,1,1068.55001567,9,0
1,0,87.9738562092,1,1103.54072751,9,0
1,1,93.2026143791,1,1096.5992136,9,0
1,1,98.1699346405,1,687.085813847,9,1
0,1,87.6470588235,0,1135.43558936,9,0
1,0,93.2679738562,1,1098.21203795,9,1
1,1,91.5032679739,1,632.95432112,9,1
0,0,94.1830065359,1,1133.07476224,9,0
1,1,98.1699346405,1,698.424787084,9,1
1,0,99.5424836601,1,795.230169324,9,0
0,1,95.8823529412,1,849.097536783,9,0
1,1,98.7581699346,1,733.276946362,9,1
1,0,96.1437908497,1,853.420437319,9,1
0,0,94.9019607843,1,718.992749988,9,1
0,0,97.2549019608,1,608.808743723,9,1
1,0,91.1111111111,1,874.334630716,9,1
1,0,92.0261437908,1,706.492531141,9,0
1,1,54.7058823529,1,1700.10009593,9,0
1,1,84.7058823529,1,621.615347882,9,1
0,1,83.9869281046,1,724.193451988,9,1
0,0,86.4705882353,1,1356.50753346,9,1
1,0,94.7712418301,1,702.905559066,9,1
1,0,94.3137254902,1,748.070979968,9,0
1,1,96.2091503268,1,907.69833091,9,0
0,1,93.8562091503,1,886.615701055,9,0
0,1,97.3202614379,1,789.647919508,9,1
0,0,95.1633986928,1,953.556212799,9,1
0,1,98.8235294118,1,526.196095052,9,1
1,1,82.8104575163,1,577.989098116,9,1
0,1,96.862745098,1,675.060718626,9,0
1,0,95.8169934641,1,677.054788938,9,1
0,1,86.6013071895,1,798.082420365,9,1
1,0,94.6405228758,1,857.890040576,9,0
1,1,95.9477124183,1,1546.95271886,9,0
0,1,97.6470588235,1,814.184100443,9,0
0,0,83.3333333333,1,683.663052226,9,0
0,0,88.954248366,1,1786.62179858,9,0
1,1,97.7777777778,1,784.092233148,9,0
0,0,91.4379084967,1,1714.73022094,9,0
0,0,90.522875817,1,1089.12401572,9,0
0,1,99.5424836601,1,1188.9135607,9,1
1,0,91.568627451,1,2039.48506741,9,1
0,1,89.7385620915,1,948.025882465,9,1
1,1,94.6405228758,1,793.535541602,9,0
1,1,95.2941176471,1,1218.13698412,9,0
1,0,91.1111111111,1,2007.60952445,9,0
1,1,98.3660130719,1,633.791673685,9,1
0,0,92.4183006536,1,771.068291626,9,1
1,0,86.9934640523,1,687.383445293,9,1
0,0,96.2091503268,1,630.724500139,9,0
1,0,95.8823529412,1,667.430667871,9,0
0,0,99.0196078431,1,792.477833098,9,0
0,0,60.8496732026,1,603.583591271,9,1
0,0,76.6666666667,1,693.594464175,9,0
0,0,86.1437908497,1,661.171653653,9,1
0,1,93.0065359477,1,910.758561734,9,0
1,1,91.6339869281,1,709.477901319,9,1
0,1,97.1895424837,1,601.763088992,9,0
1,0,97.6470588235,1,572.117065149,9,0
1,0,99.0196078431,1,2056.75403025,9,0
1,1,86.2091503268,1,1171.74390897,9,1
1,1,98.954248366,1,1192.80661623,9,0
0,1,93.660130719,1,924.794027569,9,1
0,1,98.431372549,1,1246.05457221,9,0
1,0,94.0522875817,1,685.280102583,9,1
0,1,98.8235294118,1,875.147834686,9,1
1,0,98.3006535948,1,1975.91962381,9,1
0,1,90.2614379085,1,1493.74400436,9,0
0,0,95.2287581699,1,878.202028362,9,1
1,1,94.1176470588,1,519.205076518,9,1
1,1,92.8758169935,1,750.640692438,9,0
0,0,96.6666666667,1,737.080953942,9,0
1,1,73.5294117647,1,1049.53842977,9,0
0,0,97.5163398693,1,1707.90250729,9,1
1,0,95.8169934641,1,743.045959004,9,1
1,1,89.5424836601,1,827.27143203,9,1
1,0,85.5555555556,1,626.661498867,9,0
0,0,95.7516339869,1,601.330829124,9,1
0,1,94.5751633987,1,820.846999929,9,0
0,1,91.3725490196,1,1301.73610294,9,1
1,0,98.3006535948,1,1054.49794767,9,0
1,1,87.8431372549,1,802.146629068,9,1
1,1,94.5098039216,1,627.406181195,9,1
1,0,95.0326797386,1,571.686918283,9,1
1,1,94.1176470588,1,1798.46185518,9,0
0,1,91.6993464052,1,916.863628653,9,0
0,0,92.8758169935,1,1454.62448631,9,0
0,0,88.4967320261,1,816.933719953,9,0
0,1,98.3660130719,1,982.633537207,9,0
1,0,97.7777777778,1,821.754987138,9,0
1,1,85.3594771242,1,614.289267579,9,0
1,0,93.660130719,1,927.704537098,9,1
0,0,97.3202614379,1,725.210711593,9,0
0,1,90.9150326797,1,1292.44523249,9,0
1,1,97.8431372549,1,958.656094411,9,0
1,0,98.431372549,1,818.084098693,9,1
1,1,80.8496732026,1,1126.52837973,9,1
1,0,91.4379084967,1,842.17503989,9,0
0,1,98.954248366,1,889.384337583,9,1
0,1,90.8496732026,1,790.448747321,9,1
0,0,93.3333333333,1,698.031768686,9,1
0,1,98.4967320261,1,1228.28573343,9,1
0,0,94.8366013072,1,753.928523778,9,0
0,0,96.2091503268,1,1512.23579172,9,1
1,0,95.8169934641,1,1084.24781048,9,0
0,1,95.6862745098,1,1036.63160894,9,1
1,0,92.0261437908,1,1915.68879946,9,1
0,0,98.3006535948,1,726.973559098,9,1
0,1,94.1830065359,1,810.401524743,9,1
1,0,95.2287581699,1,839.623438869,9,0
0,1,60.8496732026,1,1385.89245061,9,0
1,1,92.6797385621,1,1219.84911957,9,0
0,0,96.9281045752,1,863.058141971,9,0
0,0,93.9869281046,1,712.274006875,9,0
1,0,92.5490196078,1,1346.19879969,9,0
1,1,95.8169934641,1,1492.45054518,9,1
1,1,96.6013071895,1,1120.30287169,9,0
1,0,63.0065359477,1,761.995060405,9,1
0,0,95.4901960784,1,729.277335154,9,0
0,1,95.0326797386,1,904.699377147,9,0
1,0,52.1568627451,1,655.651284615,9,1
1,1,92.091503268,1,1408.56526551,9,1
1,0,93.7908496732,1,612.964415233,9,1
0,0,94.6405228758,1,719.331735903,9,1
1,1,95.1633986928,1,1383.10268406,9,0
0,1,89.9346405229,1,1069.00461299,9,0
1,1,93.660130719,1,1558.23252804,9,1
0,1,91.6339869281,1,1046.12200716,9,0
0,0,94.0522875817,1,733.346675433,9,0
0,1,93.0718954248,1,675.082150506,9,1
1,1,94.8366013072,1,711.181584764,9,1
0,0,89.2156862745,1,793.76646255,9,1
1,0,96.1437908497,1,660.38259828,9,0
0,0,98.8235294118,1,623.367026661,9,1
1,1,96.0130718954,1,708.522824347,9,0
0,1,86.4705882353,1,970.990291661,9,1
1,0,97.1241830065,1,1717.14809911,9,0
0,0,90.4575163399,1,553.476462062,9,0
0,0,63.4640522876,1,1067.53577464,9,0
0,1,84.6405228758,1,781.303070313,9,0
0,0,82.0261437908,1,832.297962281,9,0
0,0,96.6666666667,1,1369.26040699,9,1
0,0,92.6797385621,1,614.252742827,9,1
0,1,94.6405228758,1,891.978802362,9,0
1,1,66.4705882353,1,1087.08828908,9,0
1,0,90.8496732026,1,1898.56925606,9,0
1,1,90.1960784314,1,910.084514049,9,1
1,1,84.5098039216,1,697.576869508,9,1
0,1,92.4836601307,1,891.09737861,9,0
1,1,85.2941176471,1,1897.77627654,9,0
1,1,93.660130719,1,752.972843092,9,1
1,0,99.3464052288,1,874.836619655,9,1
0,0,91.2418300654,1,742.876918832,9,1
1,0,92.9411764706,1,787.283470105,9,1
0,0,87.9738562092,1,795.747552992,9,0
1,0,94.9019607843,1,1410.92397962,9,1
1,1,85.8823529412,1,777.468273273,9,0
1,0,93.7254901961,1,983.866323032,9,0
0,1,98.2352941176,1,656.256810659,9,1
0,0,91.6339869281,1,953.006832242,9,1
0,1,99.2810457516,1,803.454577397,9,1
1,1,92.091503268,1,992.944082114,9,0
1,0,97.5163398693,1,1238.38829856,9,0
0,1,95.1633986928,1,746.29183216,9,1
1,1,97.8431372549,1,574.691607337,9,1
0,1,95.0980392157,1,610.230492312,9,1
0,1,87.3202614379,1,945.611324726,9,0
1,0,86.4705882353,1,585.5636071,9,1
0,1,94.9019607843,0,3000.04044867,10,1
0,1,76.7973856209,0,3000.04044867,10,0
0,1,94.1830065359,0,3000.03622269,10,1
1,1,78.3006535948,0,3000.04135423,10,0
0,1,99.0196078431,0,3000.04588207,10,1
1,1,96.0130718954,0,3000.04316537,10,1
0,1,90.522875817,0,3000.04165609,10,0
0,0,84.1176470588,0,3000.04105238,10,1
1,0,91.8300653595,0,3000.04014681,10,0
0,1,93.0065359477,0,3000.0449765,10,0
1,1,94.9673202614,0,3000.04256166,10,1
1,1,96.7973856209,0,3000.03048743,10,1
0,1,96.339869281,0,3000.04044867,10,1
1,0,83.7908496732,0,3000.03290227,10,0
1,0,94.5098039216,0,3000.03290227,10,1
1,0,97.1895424837,0,3000.06429527,10,1
0,0,90.1960784314,0,3000.0368264,10,0
0,0,86.7973856209,0,3000.05735259,10,1
1,0,92.4836601307,0,3000.03984495,10,0
1,1,93.0065359477,0,3000.03501526,10,0
1,1,96.339869281,0,3000.03924124,10,0
0,0,92.1568627451,0,3000.03531712,10,0
1,0,95.2287581699,0,3000.02867629,10,1
1,0,90,0,3000.03139299,10,1
0,0,97.8431372549,0,3000.02897815,10,1
0,0,80.4575163399,0,3000.03561897,10,0
1,0,91.6993464052,0,3000.03531712,10,0
1,1,87.5163398693,0,3000.04044867,10,1
0,1,93.9869281046,0,3000.03350598,10,0
0,0,75.6862745098,0,3000.03984495,10,1
1,1,91.8300653595,0,3000.04286351,10,0
0,0,96.6666666667,0,3000.04135423,10,0
1,1,81.3071895425,0,3000.03109114,10,1
0,0,88.0392156863,0,3000.03199671,10,1
0,0,91.5032679739,0,3000.03018557,10,1
1,0,92.1568627451,0,3000.0449765,10,1
0,0,81.8300653595,0,3000.03290227,10,0
0,0,90.3267973856,0,3000.04437279,10,0
1,0,98.0392156863,0,3000.04346722,10,0
0,1,91.6993464052,0,3000.03109114,10,0
0,1,94.1830065359,0,3000.03893939,10,1
1,1,95.6209150327,0,3000.03833568,10,0
0,1,97.1895424837,0,3000.03773196,10,0
1,1,93.9215686275,0,3000.03743011,10,0
0,1,96.862745098,0,3000.03199671,10,1
1,1,89.6078431373,0,3000.03622269,10,0
0,1,89.477124183,0,3000.03350598,10,1
0,1,95.3594771242,0,3000.02837444,10,0
1,1,96.339869281,0,3000.03109114,10,0
1,0,92.2222222222,0,3000.03169485,10,1
1,0,89.8692810458,0,3000.03803382,10,1
0,1,88.954248366,0,3000.04195794,10,1
0,0,89.0849673203,0,3000.03018557,10,0
0,0,89.477124183,0,3000.03773196,10,1
1,0,90.4575163399,0,3000.04467465,10,0
1,0,97.9738562092,0,3000.03773196,10,0
0,1,95.2941176471,0,3000.03863753,10,0
1,0,89.1503267974,0,3000.03320413,10,1
0,0,68.8235294118,0,3000.03471341,10,1
0,0,98.3006535948,0,3000.04075052,10,0
1,1,97.4509803922,0,3000.03712825,10,1
1,0,88.1699346405,0,3000.04105238,10,0
1,1,89.3464052288,0,3000.0368264,10,1
1,1,97.9738562092,0,3000.03229856,10,1
0,0,95.1633986928,0,3000.03712825,10,1
0,0,74.4444444444,0,3000.03441155,10,1
1,0,97.4509803922,0,3000.0422598,10,0
1,1,95.8169934641,0,3000.04467465,10,1
0,0,91.9607843137,0,3000.04044867,10,0
1,1,95.4901960784,0,3000.03652454,10,1
1,0,96.5359477124,0,3000.04135423,10,0
1,1,93.8562091503,0,3000.03380784,10,0
0,1,55.8169934641,0,3000.03048743,10,1
1,0,43.3986928105,0,3000.03531712,10,0
0,1,96.4705882353,0,3000.03592083,10,0
1,1,94.7058823529,0,3000.04739135,10,0
0,1,84.3790849673,0,3000.03199671,10,1
1,0,97.9738562092,0,3000.02958186,10,1
1,0,95.2941176471,0,3000.03712825,10,0
0,1,94.7058823529,0,3000.03501526,10,0
1,0,88.6274509804,0,3000.0341097,10,1
0,1,94.9673202614,0,3000.02988372,10,0
1,1,76.6666666667,0,3000.03350598,10,1
0,1,97.5163398693,0,3000.04316537,10,1
1,0,87.0588235294,0,3000.03622269,10,1
1,0,97.0588235294,0,3000.03712825,10,1
0,0,97.8431372549,0,3000.04588207,10,0
0,0,97.5816993464,0,3000.0395431,10,1
0,1,78.8888888889,0,3000.03169485,10,0
0,0,91.3071895425,0,3000.0449765,10,0
1,1,59.477124183,0,3000.02928,10,1
0,0,90.522875817,0,3000.0422598,10,1
0,0,84.7058823529,0,3000.04437279,10,0
1,1,96.0130718954,0,3000.03833568,10,0
1,1,89.9346405229,0,3000.03380784,10,0
0,1,93.660130719,0,3000.04105238,10,1
0,0,97.8431372549,0,3000.05282475,10,0
0,1,93.9869281046,1,1935.37299255,10,0
1,1,99.3464052288,0,3000.02867629,10,1
1,0,93.8562091503,0,3000.04618393,10,1
0,1,93.2026143791,0,3000.03199671,10,0
0,1,95.3594771242,0,3000.03773196,10,0
1,1,84.8366013072,0,3000.04135423,10,0
1,0,95.6862745098,0,3000.04044867,10,0
1,1,92.6797385621,0,3000.03592083,10,1
1,1,93.7908496732,0,3000.03169485,10,1
0,0,88.3660130719,0,3000.03531712,10,0
1,1,94.6405228758,0,3000.0476932,10,0
0,1,96.339869281,0,3000.03592083,10,1
1,1,90.1307189542,0,3000.03350598,10,0
0,0,96.862745098,0,3000.03048743,10,0
0,1,94.1830065359,0,3000.04014681,10,1
1,0,98.0392156863,0,3000.04014681,10,1
0,0,98.1699346405,0,3000.03531712,10,1
0,1,84.8366013072,0,3000.03773196,10,1
0,0,86.9934640523,0,3000.04376908,10,1
0,0,94.5098039216,0,3000.04014681,10,1
0,0,92.8758169935,0,3000.02897815,10,1
1,0,94.9019607843,0,3000.04618393,10,0
1,0,89.6732026144,0,3000.03561897,10,0
1,0,94.3790849673,0,3000.04256166,10,1
1,0,95.5555555556,0,3000.04135423,10,1
0,0,85.6209150327,0,3000.04316537,10,0
1,1,96.7973856209,0,3000.04407094,10,1
0,1,97.0588235294,0,3000.04044867,10,1
1,1,93.8562091503,0,3000.04105238,10,0
1,0,85.9477124183,0,3000.03169485,10,0
0,1,93.7254901961,0,3000.03773196,10,0
1,0,83.7908496732,0,3000.04256166,10,1
1,0,90.0653594771,1,1059.78493988,10,0
0,0,91.3725490196,0,3000.0449765,10,1
0,1,94.8366013072,0,3000.03320413,10,0
0,1,87.9738562092,0,3000.04708949,10,1
0,0,95.4901960784,0,3000.03924124,10,0
0,1,86.1437908497,0,3000.03260042,10,1
0,1,88.1699346405,0,3000.04286351,10,0
1,1,97.385620915,0,3000.0422598,10,1
1,0,70,0,3000.03743011,10,1
1,1,93.4640522876,0,3000.04648578,10,0
1,1,97.6470588235,0,3000.04437279,10,0
0,0,98.6928104575,0,3000.0368264,10,0
0,0,90.9803921569,0,3000.02837444,10,1
